År,År-Månad,A5_id,A5_Id_Description,Befattningskod,BefattningskodText,Åldersgrupp,Antal anställningar,Sjukfrånvaro total %,Sjukfrånvaro total tim
2019,2019-FEB,11,Teknisk Förvaltning,5678,IT-specialist,20-29 år,41,4.98 %,141.6
2019,2019-JUN,9,Teknisk Förvaltning,7594,Anläggningsarbetare,20-29 år,49,6.07 %,178.4
2021,2021-NOV,16,Serviceförvaltningen,5678,Anläggningsarbetare,50-59 år,37,5.48 %,164.6
2020,2020-MAY,2,Serviceförvaltningen,1234,IT-specialist,50-59 år,31,3.51 %,197.2
2019,2019-OCT,2,Ekonomiavdelning,7594,Mekaniker,40-49 år,49,7.71 %,154.6
2019,2019-MAY,12,Personalavdelning,1234,Anläggningsarbetare,50-59 år,8,8.78 %,134.6
2021,2021-OCT,8,Personalavdelning,9012,Platschef,20-29 år,26,5.13 %,170.5
2020,2020-MAY,9,IT-avdelning,7594,IT-specialist,20-29 år,30,9.93 %,184.1
2021,2021-OCT,12,Serviceförvaltningen,7594,IT-specialist,20-29 år,36,3.53 %,121.4
2020,2020-DEC,9,Teknisk Förvaltning,5678,Administratör,30-39 år,28,7.63 %,183.5
2020,2020-MAY,10,Teknisk Förvaltning,7594,Mekaniker,30-39 år,39,6.14 %,147.9
2020,2020-MAR,2,Ekonomiavdelning,1234,Platschef,50-59 år,41,6.13 %,158.9
2019,2019-JUL,16,Teknisk Förvaltning,5678,Platschef,40-49 år,36,6.2 %,141.9
2021,2021-JUN,7,Personalavdelning,9012,Administratör,40-49 år,11,4.81 %,239.7
2021,2021-APR,2,Personalavdelning,1234,Anläggningsarbetare,40-49 år,37,8.01 %,202.5
2020,2020-FEB,1,Serviceförvaltningen,9012,Anläggningsarbetare,30-39 år,35,8.05 %,139.4
2019,2019-DEC,19,Ekonomiavdelning,9012,Platschef,20-29 år,16,4.98 %,196.8
2019,2019-SEP,4,Teknisk Förvaltning,9012,Mekaniker,20-29 år,15,8.85 %,227.3
2021,2021-JAN,2,Serviceförvaltningen,7594,Anläggningsarbetare,30-39 år,28,5.22 %,160.2
2019,2019-NOV,14,IT-avdelning,1234,IT-specialist,40-49 år,12,8.08 %,224.5
2019,2019-APR,2,IT-avdelning,1234,Administratör,40-49 år,36,3.85 %,123.2
2020,2020-JAN,15,Teknisk Förvaltning,7594,Mekaniker,50-59 år,42,4.18 %,223.4
2019,2019-JUN,12,Teknisk Förvaltning,5678,Anläggningsarbetare,50-59 år,26,5.21 %,181.0
2020,2020-APR,5,Teknisk Förvaltning,9012,Platschef,40-49 år,38,7.16 %,133.4
2021,2021-MAY,7,Personalavdelning,1234,Administratör,30-39 år,23,7.52 %,161.1
2019,2019-MAY,10,Teknisk Förvaltning,7594,Anläggningsarbetare,40-49 år,24,5.77 %,248.2
2021,2021-SEP,14,IT-avdelning,9012,Platschef,50-59 år,18,3.54 %,217.5
2021,2021-JAN,14,Teknisk Förvaltning,5678,Anläggningsarbetare,40-49 år,37,5.62 %,186.3
2019,2019-FEB,5,Ekonomiavdelning,5678,Administratör,30-39 år,14,7.82 %,117.3
2019,2019-JUN,18,IT-avdelning,9012,IT-specialist,20-29 år,20,7.7 %,162.7
2021,2021-MAY,14,Ekonomiavdelning,5678,IT-specialist,30-39 år,8,4.12 %,139.5
2019,2019-NOV,2,IT-avdelning,1234,Platschef,30-39 år,31,3.05 %,110.7
2020,2020-JUL,12,Serviceförvaltningen,1234,IT-specialist,50-59 år,32,8.27 %,181.3
2020,2020-MAR,6,IT-avdelning,1234,Administratör,30-39 år,47,3.74 %,233.4
2019,2019-MAR,4,IT-avdelning,5678,Platschef,30-39 år,20,3.58 %,201.3
2021,2021-OCT,13,Ekonomiavdelning,1234,Anläggningsarbetare,50-59 år,37,3.02 %,137.5
2019,2019-FEB,4,Ekonomiavdelning,7594,Mekaniker,50-59 år,23,6.03 %,186.0
2019,2019-MAR,14,IT-avdelning,1234,Anläggningsarbetare,20-29 år,25,6.52 %,241.5
2021,2021-OCT,16,IT-avdelning,1234,Administratör,40-49 år,26,7.46 %,208.4
2021,2021-JAN,4,Personalavdelning,5678,Platschef,30-39 år,13,5.07 %,203.4
2020,2020-MAY,1,Serviceförvaltningen,1234,Anläggningsarbetare,50-59 år,13,7.97 %,245.2
2021,2021-DEC,13,Serviceförvaltningen,9012,Platschef,20-29 år,13,4.19 %,219.8
2020,2020-MAY,4,Teknisk Förvaltning,7594,IT-specialist,40-49 år,31,8.82 %,120.5
2021,2021-DEC,18,IT-avdelning,5678,Mekaniker,50-59 år,21,7.0 %,152.1
2019,2019-NOV,6,IT-avdelning,7594,Administratör,40-49 år,48,7.09 %,244.8
2020,2020-JUL,3,IT-avdelning,9012,Anläggningsarbetare,40-49 år,49,4.47 %,173.5
2020,2020-APR,13,IT-avdelning,5678,Mekaniker,30-39 år,12,3.52 %,116.7
2020,2020-MAR,16,Serviceförvaltningen,5678,Administratör,30-39 år,20,6.25 %,168.8
2019,2019-JAN,5,Ekonomiavdelning,1234,Administratör,50-59 år,22,7.31 %,204.5
2019,2019-DEC,4,Personalavdelning,7594,IT-specialist,40-49 år,37,3.67 %,249.6
2019,2019-AUG,8,Ekonomiavdelning,9012,Platschef,50-59 år,5,9.65 %,148.6
2019,2019-MAR,19,Ekonomiavdelning,9012,Platschef,50-59 år,16,9.86 %,177.1
2019,2019-FEB,14,Serviceförvaltningen,5678,Mekaniker,40-49 år,10,6.82 %,232.0
2020,2020-NOV,7,Personalavdelning,1234,IT-specialist,50-59 år,45,9.65 %,153.3
2019,2019-APR,14,IT-avdelning,5678,Administratör,40-49 år,9,4.26 %,116.4
2020,2020-MAR,6,Serviceförvaltningen,5678,IT-specialist,40-49 år,20,3.18 %,242.3
2019,2019-JAN,12,Serviceförvaltningen,5678,IT-specialist,40-49 år,22,3.28 %,173.3
2021,2021-MAR,16,Personalavdelning,5678,Mekaniker,40-49 år,22,7.11 %,175.4
2020,2020-DEC,17,Teknisk Förvaltning,9012,Platschef,20-29 år,5,3.43 %,193.2
2021,2021-FEB,13,Serviceförvaltningen,9012,IT-specialist,40-49 år,23,9.71 %,100.5
2020,2020-AUG,14,Ekonomiavdelning,5678,IT-specialist,30-39 år,12,3.99 %,239.7
2021,2021-JUN,7,Ekonomiavdelning,5678,IT-specialist,30-39 år,7,5.13 %,154.2
2019,2019-SEP,14,IT-avdelning,1234,Anläggningsarbetare,30-39 år,29,8.76 %,159.5
2019,2019-AUG,15,Serviceförvaltningen,5678,IT-specialist,40-49 år,9,4.53 %,126.1
2019,2019-OCT,12,IT-avdelning,9012,IT-specialist,30-39 år,44,4.7 %,156.7
2020,2020-MAR,17,Serviceförvaltningen,7594,Administratör,20-29 år,23,7.5 %,220.6
2021,2021-MAY,9,Personalavdelning,9012,Anläggningsarbetare,50-59 år,22,4.93 %,220.0
2019,2019-JUL,15,Serviceförvaltningen,1234,IT-specialist,40-49 år,35,4.52 %,240.4
2021,2021-MAY,12,Teknisk Förvaltning,9012,IT-specialist,30-39 år,37,4.78 %,160.5
2021,2021-AUG,2,Ekonomiavdelning,7594,Mekaniker,20-29 år,22,6.43 %,206.3
2019,2019-DEC,5,Personalavdelning,5678,Mekaniker,50-59 år,43,9.76 %,176.1
2019,2019-MAY,13,Ekonomiavdelning,7594,Anläggningsarbetare,20-29 år,20,8.83 %,220.6
2021,2021-JAN,8,IT-avdelning,5678,Administratör,30-39 år,20,4.99 %,206.9
2019,2019-MAY,14,Personalavdelning,5678,Anläggningsarbetare,20-29 år,42,5.54 %,155.2
2019,2019-APR,15,Teknisk Förvaltning,9012,Anläggningsarbetare,50-59 år,45,6.25 %,150.5
2019,2019-JUN,11,Ekonomiavdelning,9012,Mekaniker,30-39 år,11,9.85 %,137.9
2020,2020-MAR,1,Serviceförvaltningen,9012,Mekaniker,50-59 år,18,4.21 %,186.5
2021,2021-NOV,3,Serviceförvaltningen,1234,Administratör,20-29 år,47,5.5 %,244.6
2021,2021-MAY,17,Serviceförvaltningen,9012,IT-specialist,40-49 år,29,8.11 %,130.0
2020,2020-FEB,19,Personalavdelning,1234,Administratör,40-49 år,36,9.75 %,114.3
2021,2021-NOV,14,Teknisk Förvaltning,9012,IT-specialist,40-49 år,42,4.09 %,117.9
2019,2019-JUN,8,Teknisk Förvaltning,5678,Platschef,40-49 år,26,4.59 %,217.5
2021,2021-DEC,13,Teknisk Förvaltning,1234,Mekaniker,50-59 år,20,4.58 %,152.5
2019,2019-JUN,3,Ekonomiavdelning,7594,Platschef,40-49 år,33,3.15 %,133.7
2020,2020-MAY,5,Personalavdelning,1234,Platschef,50-59 år,20,7.23 %,152.9
2019,2019-JUN,9,Serviceförvaltningen,1234,Mekaniker,30-39 år,16,7.69 %,196.8
2021,2021-NOV,6,Ekonomiavdelning,7594,Platschef,40-49 år,21,7.22 %,182.0
2021,2021-JUL,2,Teknisk Förvaltning,1234,Anläggningsarbetare,50-59 år,41,3.5 %,211.5
2021,2021-DEC,13,Serviceförvaltningen,5678,IT-specialist,40-49 år,31,3.48 %,150.9
2020,2020-MAY,5,Personalavdelning,9012,Administratör,40-49 år,29,4.47 %,167.8
2020,2020-JAN,8,IT-avdelning,7594,Mekaniker,40-49 år,17,5.03 %,115.3
2021,2021-AUG,1,Teknisk Förvaltning,9012,Anläggningsarbetare,50-59 år,12,8.51 %,111.0
2019,2019-APR,12,Teknisk Förvaltning,5678,Administratör,20-29 år,9,4.12 %,169.3
2020,2020-SEP,11,Teknisk Förvaltning,7594,Administratör,40-49 år,16,3.31 %,145.2
2021,2021-OCT,7,Teknisk Förvaltning,9012,Administratör,40-49 år,45,5.76 %,191.9
2021,2021-DEC,15,Serviceförvaltningen,9012,Platschef,30-39 år,7,5.91 %,106.5
2020,2020-JUN,11,Personalavdelning,5678,Platschef,20-29 år,39,6.16 %,118.3
2020,2020-JAN,16,Ekonomiavdelning,9012,Platschef,50-59 år,37,8.79 %,229.8
2020,2020-MAR,3,Serviceförvaltningen,5678,Platschef,30-39 år,26,3.69 %,184.9
2019,2019-MAR,14,Personalavdelning,1234,Anläggningsarbetare,40-49 år,48,7.93 %,206.8
2019,2019-OCT,3,Ekonomiavdelning,5678,Platschef,30-39 år,13,5.37 %,226.3
2021,2021-DEC,1,Teknisk Förvaltning,1234,Mekaniker,30-39 år,45,5.17 %,169.6
2020,2020-DEC,15,Personalavdelning,7594,Administratör,40-49 år,22,9.53 %,214.2
2019,2019-APR,1,Teknisk Förvaltning,9012,Anläggningsarbetare,20-29 år,33,4.74 %,178.7
2020,2020-JUN,17,Personalavdelning,5678,Platschef,20-29 år,43,7.5 %,133.4
2021,2021-JUL,2,IT-avdelning,5678,Administratör,30-39 år,31,4.93 %,150.6
2019,2019-OCT,6,Teknisk Förvaltning,9012,Anläggningsarbetare,40-49 år,40,6.55 %,173.6
2019,2019-APR,8,Teknisk Förvaltning,9012,Administratör,50-59 år,49,8.5 %,147.5
2019,2019-JUN,16,Teknisk Förvaltning,7594,Anläggningsarbetare,30-39 år,21,9.17 %,150.3
2021,2021-NOV,19,Serviceförvaltningen,7594,IT-specialist,50-59 år,38,8.87 %,150.6
2020,2020-JAN,1,Ekonomiavdelning,5678,Anläggningsarbetare,30-39 år,7,7.08 %,118.4
2019,2019-AUG,3,Teknisk Förvaltning,7594,Platschef,30-39 år,9,4.74 %,112.7
2021,2021-JUL,3,Teknisk Förvaltning,1234,Administratör,40-49 år,18,7.63 %,107.0
2020,2020-NOV,5,Serviceförvaltningen,7594,Administratör,40-49 år,7,7.97 %,116.6
2021,2021-NOV,12,Serviceförvaltningen,7594,Administratör,50-59 år,27,3.07 %,151.6
2020,2020-SEP,12,IT-avdelning,5678,Mekaniker,50-59 år,43,6.07 %,189.1
2021,2021-MAR,13,Personalavdelning,1234,Mekaniker,20-29 år,34,8.9 %,128.2
2020,2020-FEB,9,Teknisk Förvaltning,7594,Platschef,40-49 år,49,6.43 %,233.2
2019,2019-JAN,7,Personalavdelning,1234,IT-specialist,30-39 år,27,5.18 %,221.3
2020,2020-MAR,4,Serviceförvaltningen,1234,Mekaniker,30-39 år,31,9.1 %,178.1
2021,2021-MAY,19,Serviceförvaltningen,1234,Anläggningsarbetare,20-29 år,14,4.09 %,208.6
2021,2021-NOV,19,IT-avdelning,9012,Platschef,40-49 år,29,4.45 %,154.9
2020,2020-FEB,6,Ekonomiavdelning,9012,IT-specialist,30-39 år,17,7.81 %,105.5
2019,2019-DEC,13,Serviceförvaltningen,9012,Anläggningsarbetare,20-29 år,20,5.47 %,235.6
2019,2019-MAR,11,Teknisk Förvaltning,9012,Administratör,20-29 år,45,7.99 %,119.2
2020,2020-APR,13,IT-avdelning,5678,Mekaniker,30-39 år,38,4.1 %,242.2
2020,2020-JUL,13,Ekonomiavdelning,7594,Anläggningsarbetare,30-39 år,41,4.77 %,185.8
2021,2021-MAR,15,IT-avdelning,9012,IT-specialist,50-59 år,26,4.1 %,145.8
2019,2019-SEP,13,Serviceförvaltningen,5678,Platschef,40-49 år,21,9.67 %,174.3
2020,2020-AUG,11,Ekonomiavdelning,7594,Anläggningsarbetare,50-59 år,27,5.84 %,175.2
2019,2019-APR,19,Personalavdelning,9012,Platschef,20-29 år,40,5.36 %,103.5
2020,2020-JAN,8,Ekonomiavdelning,7594,Administratör,30-39 år,13,3.1 %,153.3
2020,2020-JAN,8,Teknisk Förvaltning,9012,IT-specialist,50-59 år,6,4.07 %,211.0
2019,2019-JAN,10,Personalavdelning,5678,IT-specialist,20-29 år,36,5.95 %,176.5
2020,2020-JAN,16,Personalavdelning,1234,Mekaniker,40-49 år,26,3.48 %,136.6
2020,2020-AUG,19,Teknisk Förvaltning,1234,IT-specialist,30-39 år,47,6.58 %,150.3
2021,2021-MAR,11,Personalavdelning,7594,Anläggningsarbetare,50-59 år,17,6.19 %,229.5
2020,2020-JUN,13,Serviceförvaltningen,5678,Anläggningsarbetare,40-49 år,12,8.37 %,178.8
2020,2020-MAR,9,Ekonomiavdelning,1234,Anläggningsarbetare,50-59 år,5,7.62 %,179.3
2020,2020-NOV,19,Ekonomiavdelning,9012,Administratör,20-29 år,21,6.12 %,244.2
2021,2021-MAY,16,Teknisk Förvaltning,1234,IT-specialist,40-49 år,16,4.57 %,148.1
2019,2019-JUL,7,Serviceförvaltningen,7594,IT-specialist,50-59 år,8,8.09 %,171.9
2021,2021-FEB,19,Personalavdelning,7594,Anläggningsarbetare,40-49 år,17,7.96 %,221.8
2021,2021-JUN,12,Ekonomiavdelning,5678,Mekaniker,20-29 år,35,4.07 %,213.8
2019,2019-JUN,15,Ekonomiavdelning,7594,Mekaniker,40-49 år,45,9.4 %,139.9
2021,2021-NOV,14,Ekonomiavdelning,1234,IT-specialist,50-59 år,11,3.45 %,122.7
2019,2019-MAR,11,Ekonomiavdelning,1234,IT-specialist,20-29 år,27,3.39 %,205.1
2021,2021-JUN,10,IT-avdelning,1234,Platschef,30-39 år,28,4.31 %,138.6
2019,2019-OCT,11,Teknisk Förvaltning,1234,IT-specialist,50-59 år,9,9.37 %,238.4
2020,2020-OCT,6,Personalavdelning,5678,Anläggningsarbetare,50-59 år,9,6.64 %,119.4
2021,2021-MAY,2,Personalavdelning,9012,Administratör,20-29 år,21,8.52 %,147.7
2021,2021-DEC,11,Teknisk Förvaltning,9012,IT-specialist,20-29 år,34,4.59 %,108.2
2021,2021-FEB,19,Serviceförvaltningen,5678,IT-specialist,30-39 år,13,6.43 %,205.5
2021,2021-SEP,6,Teknisk Förvaltning,7594,Anläggningsarbetare,50-59 år,10,5.51 %,233.7
2020,2020-AUG,14,Ekonomiavdelning,9012,Platschef,20-29 år,29,8.79 %,195.4
2021,2021-MAR,6,Ekonomiavdelning,7594,IT-specialist,30-39 år,23,3.16 %,240.7
2020,2020-AUG,17,Teknisk Förvaltning,9012,Mekaniker,30-39 år,20,4.71 %,119.3
2020,2020-SEP,10,Teknisk Förvaltning,7594,Mekaniker,20-29 år,25,4.07 %,113.2
2020,2020-MAR,1,Personalavdelning,5678,Mekaniker,50-59 år,6,9.01 %,225.8
2020,2020-MAR,3,Personalavdelning,1234,Administratör,40-49 år,14,6.27 %,228.3
2019,2019-FEB,8,IT-avdelning,7594,Administratör,40-49 år,20,5.83 %,224.7
2019,2019-AUG,8,IT-avdelning,1234,IT-specialist,30-39 år,41,6.15 %,219.8
2021,2021-OCT,15,Ekonomiavdelning,7594,IT-specialist,40-49 år,19,9.8 %,154.3
2019,2019-JAN,7,IT-avdelning,7594,IT-specialist,40-49 år,17,8.95 %,132.6
2019,2019-AUG,11,IT-avdelning,7594,Administratör,20-29 år,17,7.94 %,239.3
2021,2021-JUL,7,Serviceförvaltningen,7594,IT-specialist,30-39 år,36,5.03 %,146.1
2021,2021-JUL,4,Teknisk Förvaltning,7594,Anläggningsarbetare,50-59 år,49,4.16 %,159.8
2021,2021-MAR,12,Personalavdelning,1234,Platschef,30-39 år,12,9.45 %,204.9
2019,2019-JAN,6,IT-avdelning,7594,Mekaniker,20-29 år,47,5.96 %,144.0
2019,2019-APR,14,Personalavdelning,1234,Mekaniker,40-49 år,22,4.95 %,222.9
2021,2021-SEP,12,IT-avdelning,5678,Anläggningsarbetare,50-59 år,40,6.3 %,110.5
2020,2020-MAY,11,IT-avdelning,9012,IT-specialist,30-39 år,30,9.42 %,218.7
2021,2021-JAN,19,Ekonomiavdelning,7594,Administratör,40-49 år,14,5.71 %,190.3
2020,2020-MAY,5,Serviceförvaltningen,9012,IT-specialist,30-39 år,35,6.94 %,185.9
2020,2020-AUG,14,Teknisk Förvaltning,1234,IT-specialist,50-59 år,37,8.62 %,168.8
2021,2021-AUG,16,Teknisk Förvaltning,5678,Mekaniker,30-39 år,33,5.99 %,141.6
2021,2021-MAY,13,Ekonomiavdelning,5678,Mekaniker,30-39 år,9,4.63 %,169.6
2021,2021-DEC,4,Ekonomiavdelning,5678,Administratör,30-39 år,17,9.96 %,167.5
2019,2019-SEP,11,Teknisk Förvaltning,9012,Mekaniker,40-49 år,5,9.7 %,187.6
2020,2020-JAN,17,Teknisk Förvaltning,1234,IT-specialist,50-59 år,27,8.9 %,142.2
2019,2019-APR,7,Serviceförvaltningen,7594,Anläggningsarbetare,50-59 år,44,7.82 %,111.6
2019,2019-MAR,14,IT-avdelning,7594,Administratör,40-49 år,7,5.06 %,121.8
2021,2021-FEB,11,Serviceförvaltningen,1234,Anläggningsarbetare,40-49 år,7,9.39 %,204.9
2019,2019-AUG,9,Teknisk Förvaltning,9012,IT-specialist,40-49 år,11,4.93 %,103.4
2021,2021-JUL,13,IT-avdelning,7594,Administratör,20-29 år,40,8.61 %,228.5
2020,2020-SEP,18,Teknisk Förvaltning,1234,Anläggningsarbetare,30-39 år,39,9.43 %,204.2
2021,2021-FEB,11,Serviceförvaltningen,7594,Administratör,30-39 år,19,7.22 %,215.2
2019,2019-APR,15,Serviceförvaltningen,5678,IT-specialist,50-59 år,44,8.62 %,225.4
2019,2019-JUN,19,Serviceförvaltningen,7594,Administratör,30-39 år,7,8.54 %,118.4
2021,2021-NOV,1,IT-avdelning,9012,IT-specialist,20-29 år,33,4.35 %,223.4
2021,2021-MAR,4,Personalavdelning,1234,Administratör,40-49 år,34,7.68 %,175.7
2019,2019-AUG,14,Personalavdelning,9012,Administratör,50-59 år,43,3.65 %,232.8
2020,2020-MAR,14,Teknisk Förvaltning,1234,Mekaniker,50-59 år,22,6.55 %,233.0
2020,2020-DEC,3,IT-avdelning,5678,IT-specialist,30-39 år,15,4.14 %,103.6
2021,2021-FEB,17,Ekonomiavdelning,1234,Platschef,50-59 år,47,5.91 %,157.4
2020,2020-MAR,3,Personalavdelning,7594,Administratör,40-49 år,42,8.83 %,179.0
2019,2019-NOV,16,IT-avdelning,7594,Anläggningsarbetare,50-59 år,44,9.91 %,201.8
2021,2021-JUN,14,IT-avdelning,5678,Mekaniker,40-49 år,5,5.23 %,142.9
2019,2019-FEB,13,Personalavdelning,1234,Mekaniker,20-29 år,33,6.72 %,137.8
2019,2019-AUG,15,IT-avdelning,5678,Administratör,20-29 år,14,6.58 %,157.2
2020,2020-JAN,14,IT-avdelning,7594,Platschef,40-49 år,32,9.68 %,175.1
2021,2021-JUL,19,Personalavdelning,9012,Mekaniker,30-39 år,35,6.35 %,242.7
2021,2021-FEB,6,Serviceförvaltningen,5678,IT-specialist,50-59 år,23,7.89 %,214.3
2020,2020-OCT,10,Teknisk Förvaltning,9012,Administratör,30-39 år,7,9.45 %,164.4
2019,2019-DEC,15,Ekonomiavdelning,9012,Administratör,50-59 år,40,5.61 %,108.2
2019,2019-JUN,6,Teknisk Förvaltning,1234,Platschef,20-29 år,47,9.31 %,125.3
2019,2019-DEC,10,Serviceförvaltningen,5678,IT-specialist,20-29 år,19,9.42 %,168.4
2019,2019-FEB,7,Serviceförvaltningen,9012,IT-specialist,20-29 år,37,9.51 %,222.1
2021,2021-FEB,17,IT-avdelning,9012,Platschef,50-59 år,45,4.89 %,157.1
2021,2021-OCT,18,Teknisk Förvaltning,1234,Anläggningsarbetare,20-29 år,47,5.8 %,180.8
2020,2020-AUG,17,Serviceförvaltningen,1234,IT-specialist,20-29 år,49,9.09 %,233.8
2020,2020-DEC,9,Teknisk Förvaltning,7594,Anläggningsarbetare,20-29 år,30,5.51 %,237.1
2021,2021-FEB,10,Serviceförvaltningen,9012,Anläggningsarbetare,20-29 år,20,7.2 %,132.4
2021,2021-JUL,10,Ekonomiavdelning,7594,Administratör,30-39 år,40,3.83 %,106.5
2019,2019-MAR,7,Serviceförvaltningen,9012,Administratör,20-29 år,37,3.39 %,145.8
2019,2019-AUG,16,Teknisk Förvaltning,7594,Mekaniker,20-29 år,24,5.88 %,204.4
2020,2020-JUL,18,IT-avdelning,1234,Administratör,30-39 år,17,7.05 %,242.7
2021,2021-AUG,6,Teknisk Förvaltning,5678,IT-specialist,30-39 år,37,5.75 %,111.6
2020,2020-JUL,1,Personalavdelning,1234,IT-specialist,50-59 år,9,7.04 %,104.3
2021,2021-NOV,1,Teknisk Förvaltning,7594,Anläggningsarbetare,40-49 år,41,6.61 %,232.6
2019,2019-JUN,12,Ekonomiavdelning,7594,IT-specialist,20-29 år,18,7.8 %,212.2
2020,2020-JUL,2,Ekonomiavdelning,5678,Administratör,20-29 år,31,7.55 %,248.8
2020,2020-MAY,4,Ekonomiavdelning,9012,Administratör,20-29 år,27,5.97 %,159.5
2021,2021-JUL,17,Serviceförvaltningen,7594,Administratör,50-59 år,18,5.97 %,162.4
2019,2019-JAN,4,Ekonomiavdelning,7594,Platschef,20-29 år,44,3.99 %,125.8
2020,2020-JAN,11,Teknisk Förvaltning,7594,IT-specialist,40-49 år,8,6.59 %,117.4
2019,2019-SEP,4,IT-avdelning,5678,Mekaniker,30-39 år,43,7.11 %,186.8
2020,2020-MAY,1,Ekonomiavdelning,1234,IT-specialist,50-59 år,23,6.34 %,154.6
2019,2019-MAY,7,Teknisk Förvaltning,7594,IT-specialist,30-39 år,8,5.28 %,112.0
2021,2021-MAR,18,Serviceförvaltningen,5678,Platschef,20-29 år,34,8.05 %,233.0
2020,2020-MAY,9,Serviceförvaltningen,7594,IT-specialist,20-29 år,23,3.52 %,129.8
2020,2020-MAR,3,IT-avdelning,9012,Anläggningsarbetare,20-29 år,35,9.4 %,212.3
2019,2019-SEP,8,IT-avdelning,5678,Administratör,40-49 år,35,3.14 %,142.3
2019,2019-SEP,19,Teknisk Förvaltning,7594,Administratör,40-49 år,13,9.74 %,221.9
2020,2020-JUN,4,IT-avdelning,5678,Platschef,50-59 år,17,6.24 %,117.8
2021,2021-JAN,18,IT-avdelning,7594,Administratör,30-39 år,18,5.89 %,213.4
2019,2019-JUL,11,Serviceförvaltningen,1234,Anläggningsarbetare,20-29 år,14,4.8 %,114.7
2019,2019-JUL,14,Teknisk Förvaltning,7594,Platschef,20-29 år,35,3.07 %,167.0
2019,2019-OCT,18,IT-avdelning,5678,Mekaniker,20-29 år,41,4.92 %,210.1
2020,2020-OCT,16,Teknisk Förvaltning,9012,Administratör,20-29 år,27,3.77 %,126.0
2020,2020-APR,3,Ekonomiavdelning,9012,IT-specialist,40-49 år,31,7.62 %,142.8
2020,2020-AUG,15,Serviceförvaltningen,9012,Anläggningsarbetare,30-39 år,10,5.23 %,229.7
2020,2020-JUN,4,Serviceförvaltningen,7594,Anläggningsarbetare,30-39 år,30,8.37 %,232.8
2021,2021-APR,5,Serviceförvaltningen,1234,Administratör,50-59 år,6,4.45 %,106.7
2021,2021-APR,17,Personalavdelning,7594,Mekaniker,40-49 år,49,9.3 %,125.2
2020,2020-FEB,7,Teknisk Förvaltning,9012,IT-specialist,20-29 år,17,6.66 %,117.6
2021,2021-FEB,16,Ekonomiavdelning,5678,Mekaniker,30-39 år,23,3.8 %,127.0
2019,2019-DEC,14,IT-avdelning,9012,Mekaniker,30-39 år,5,5.81 %,245.5
2019,2019-APR,16,Ekonomiavdelning,5678,Administratör,40-49 år,44,4.45 %,182.7
2019,2019-MAY,7,Teknisk Förvaltning,1234,IT-specialist,50-59 år,36,4.4 %,170.2
2020,2020-AUG,9,Serviceförvaltningen,5678,Administratör,50-59 år,26,6.54 %,247.7
2019,2019-JUN,4,Personalavdelning,7594,Administratör,20-29 år,33,7.7 %,183.5
2021,2021-APR,11,Teknisk Förvaltning,7594,Anläggningsarbetare,50-59 år,6,9.38 %,199.2
2020,2020-NOV,2,Teknisk Förvaltning,7594,Administratör,30-39 år,44,6.52 %,149.9
2021,2021-JUL,12,IT-avdelning,5678,Platschef,50-59 år,42,9.76 %,157.3
2019,2019-AUG,12,Ekonomiavdelning,7594,IT-specialist,20-29 år,15,9.59 %,189.2
2019,2019-FEB,4,Ekonomiavdelning,7594,Anläggningsarbetare,30-39 år,21,9.06 %,110.5
2019,2019-DEC,18,IT-avdelning,7594,IT-specialist,50-59 år,47,6.5 %,138.4
2020,2020-JUL,7,Personalavdelning,1234,Anläggningsarbetare,50-59 år,12,3.99 %,129.5
2021,2021-FEB,1,Serviceförvaltningen,5678,Platschef,40-49 år,26,4.53 %,102.4
2020,2020-FEB,13,Serviceförvaltningen,5678,Administratör,20-29 år,8,7.53 %,180.5
2020,2020-AUG,6,Personalavdelning,9012,Anläggningsarbetare,50-59 år,15,5.95 %,184.2
2019,2019-FEB,6,IT-avdelning,5678,Anläggningsarbetare,40-49 år,12,4.03 %,157.6
2020,2020-NOV,12,Teknisk Förvaltning,1234,Anläggningsarbetare,30-39 år,13,6.35 %,140.3
2020,2020-SEP,8,Ekonomiavdelning,5678,Platschef,40-49 år,30,3.12 %,197.8
2019,2019-DEC,19,Teknisk Förvaltning,1234,IT-specialist,40-49 år,6,8.14 %,120.2
2020,2020-JAN,5,Ekonomiavdelning,1234,Platschef,50-59 år,20,3.52 %,177.8
2019,2019-SEP,18,Teknisk Förvaltning,5678,Anläggningsarbetare,50-59 år,35,7.4 %,215.2
2019,2019-JAN,5,IT-avdelning,9012,Anläggningsarbetare,50-59 år,10,8.55 %,124.6
2019,2019-OCT,10,IT-avdelning,7594,Administratör,40-49 år,25,3.93 %,213.0
2019,2019-OCT,1,Personalavdelning,7594,Platschef,30-39 år,30,6.63 %,214.1
2020,2020-FEB,10,Teknisk Förvaltning,5678,Platschef,20-29 år,23,8.45 %,109.0
2019,2019-JUN,5,Teknisk Förvaltning,5678,Mekaniker,40-49 år,32,4.82 %,102.8
2019,2019-JUN,12,Personalavdelning,1234,IT-specialist,50-59 år,12,4.14 %,246.1
2020,2020-JAN,7,Personalavdelning,5678,Mekaniker,20-29 år,18,5.36 %,129.0
2020,2020-JUL,9,IT-avdelning,1234,Mekaniker,30-39 år,28,6.88 %,223.3
2021,2021-AUG,12,IT-avdelning,9012,IT-specialist,20-29 år,48,7.03 %,184.3
